Rating,Review
1,The old storage view is better to know our no of messages of all kind. The new look of storage is absolutely waste. It can be done from d Selecting a person and can delete bulk.
1,The audio downloading is not working properly. Audio format is not supported.messages are received late. And downloading stops if screen turns off.And I get persistent messages to update the app.
1,"The offline backup it creates are unsecured. They can be accessed by anyone and it's a harm to your Privacy. Atleast Whatsapp could encrypt them with a passphrase like Signal. Don't choose Whatsapp, Use Signal."
1,As of about 11:25pm phone phone stopped communicating with the desk top. Uninstalled and reinstalled both. WhatsApp on my phone will.not scan the QR code.
1,"New Phone - WhatsApp Broken? Got the new Samsung flagship phone and now my WhatsApp won't send pictures or videos from this phone. Pretty major failure. Support have been unable to help other than say ""uninstall and reinstall"""
1,Currently this app only allows you to share a message to five contacts at a time. This is time wasting and also power wasting. Truthfully speaking I'm not happy with this
1,"Nice apps but always problem sometime I set video in status its doesn't work about 5 minutes also it doesn't work long time that I have to wait,your WhatsApp I put video status also its take a long time I think all this apps are duplicated,1 star gone sorry"
1,"Images are getting downloaded multiple times. When try to open an image,it gets downloaded fresh again.like this repeating images are stored in gallery"
1,When I am using camera in whtsapp capture the laptop screen photo that time always comming errors (camera failed) Last three months facing this issue 😔😭 kindly do something I am always using update whtsapp it's taking a time to capture photos and send to officially group 😔😔
1,I am really dissapointed with whatsapp.... It was good but now it is worst... I am not able to send even a single video as well as in my story .... My net is fine but stilp whatsapp isnt responding 😠 i am really dissapointed .... Since yesterday evening i am trying but still nowthe video hasnt reacFull Review
1,Its a very good app overall but from a week the voice calls across the countries have developed severe distortion and call failures. Please fix this issue.
1,Whatsup and Facebook same email id only matches with whatsup pay......My contacts are only allowed to see the catalogue in whatsup business. Advance Status Timer or Status Timer Date wise isnot available.so we cannot post advance status after few days without internet. Advance Status feature should Full Review
1,After last update I am not able to make calls on WiFi only mobile network and my internet works perfectly and it's also fiberoptic I don't know what is the problem with this app but I hope will get fixed soon I can not talk to my loved ones 😤
1,"From last week I am not able to send message on broadcast, I mean message have been send but it will not reach to the destination of receivers number, before that all the time it works smoothly"
1,"SERIOUS PRIVACY FLAW Almost every IM app or service has a setting to choose whether your online status is shown, or at least shown to who you choose (e.g. only contacts). But WhatsApp shows you as online GLOBALLY to anyone who has your number. This isn't new, has been like that from the beginning, aFull Review"
1,Link previews (e.g. for YouTube videos) have stopped working. This means WhatsApp is no longer a useful communication and teaching tool. Urgent fix required!
1,"Very cool thing because I can chat with my friends, family, and call and it's very important because if their wasn't an app like this everyone couldn't message their parents about anything inportant or any thing."
1,Please update feature like when we upload any image on status the quality become low so its luck very bad and pixel are very poor .so please fix these issue or give option like upold orignal or low size So please look in these matter
1,"I have very often missed calls. The phone is in front of me, but haven't ring or vibration. Then notify that have a missed call. 😒"
1,"Why is it that with this latest update , the status resolution is lower than normal, looks like poor quality , work on that please"
1,"While adding to any Group it reflects ""Added You"" So while removing the person from a group it must reflect ""Subtracted you"" Sounds cool and less embarrassing. Please add this feature on WhatsApp. Will be cool."
1,Calls aren't working. It gets disconnected with 1 min or 30 seconds. Be it local call or international. They can't hear us and calls get disconnected automatically
1,In android 10 popup function is not working so please enable this function for android 10 please solve this issue faster and its taking lot of storage space please fix it!!!
1,My whatsapp is not working i could not get calls and msgs untill i open the App. Later i get notification of missed call and msg after an hour.. Thats terrible!!
